序号,系统,25/26,责任人,一级功能,二级功能,三级功能,四级功能,类型,修改说明,评估说明,FTR,RET,DET,复杂度,UFP,复用度,调整因子,应用系数,FP,FP*应用系数,FTR明细,RET明细,DET明细（除启动触发器）,备注,,备注,"说明：
一、对于EI、EO、EQ
1、FTR如有多个，用中文顿号隔开
2、DET每行对应一个FTR，有多少个FTR则有多少行DET。对于每一行DET，用竖线|分割输入DET和输出DET，用顿号隔开多个DET。不同FTR用回车分开。
逻辑文件1{输入1、输入2|输出1、输出2}
逻辑文件2{|输出3、输出4}
逻辑文件3{输入3|}
例如：用户角色查询
FTR明细：
用户信息、角色信息
DET明细：
用户信息{用户名|用户名、密码、姓名、电话号码}
角色信息{|角色名称、角色权限}
二、如使用估算法，在DET列填写“估算法”
三、后评估如缺少FTR或DET信息导致无法据实评估的，复杂度均为低，在DET列填写“估算”",评估方法：
=ROW()-1,,2025,张明峰,,,,修改引擎服务器,EI,,,"=IF(OR(X315=""估算法"",X315=""算法类"",X315=""无法识别""),"""",IF(V315="""",IF(OR(I315=""EI"",I315=""EO"",I315=""EQ""),0,""""),LEN(V315)-LEN(SUBSTITUTE(V315,""、"",""""))+1))","=IF(OR(X315=""估算法"",X315=""算法类"",X315=""无法识别""),"""",IF(W315="""",IF(OR(I315=""ILF"",I315=""EIF""),0,""""),LEN(W315)-LEN(SUBSTITUTE(W315,""、"",""""))+1))","=IF(OR(X315=""估算法"",X315=""算法类"",X315=""无法识别""),"""",IF(X315="""",IF(OR(I315=""ILF"",I315=""EIF"",I315=""EI"",I315=""EO"",I315=""EQ""),0,""""),LEN(X315)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X315,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I315=""EI"",I315=""EO"",I315=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I315=""EI"",IF(OR(X315=""估算法"",X315=""算法类""),""中"",IF(X315=""无法识别"",""低"",IF(L315<2,IF(N315<16,""低"",""中""),IF(L315<3,IF(N315<5,""低"",IF(N315<16,""中"",""高"")),IF(N315<5,""中"",""高""))))),IF(OR(I315=""EO"",I315=""EQ""),IF(OR(X315=""估算法"",X315=""算法类""),""中"",IF(X315=""无法识别"",""低"",IF(L315<2,IF(N315<20,""低"",""中""),IF(L315<4,IF(N315<6,""低"",IF(N315<20,""中"",""高"")),IF(N315<6,""中"",""高""))))),IF(OR(I315=""ILF"",I315=""EIF""),IF(OR(X315=""估算法"",X315=""算法类"",X315=""无法识别""),""低"",IF(M315<2,IF(N315<51,""低"",""中""),IF(M315<6,IF(N315<20,""低"",IF(N315<51,""中"",""高"")),IF(N315<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I315=""EI"",IF(O315=""低"",3,IF(O315=""中"",4,6)),IF(I315=""EO"",IF(O315=""低"",4,IF(O315=""中"",5,7)),IF(I315=""EQ"",IF(O315=""低"",3,IF(O315=""中"",4,6)),IF(I315=""ILF"",IF(O315=""低"",7,IF(O315=""中"",10,15)),IF(I315=""EIF"",IF(O315=""低"",5,IF(O315=""中"",7,10)),""不计算"")))))*Q315,""不计算"")",0.333333333333333,=调整因子!$F$13,1,"=IFERROR(P315*R315,0)",=T315*S315,插件组表、引擎基本信息表、引擎版本管理表、插件部署状态表、插件执行记录表,,引擎版本管理表{版本ID、引擎ID、版本号、发布说明、发布时间}、引擎基本信息表{引擎ID、引擎名称、引擎IP、引擎端口、描述、版本|响应码、响应内容、响应头}、插件组表{组ID、组名称、组编码、描述}、插件部署状态表{插件编号、部署环境、部署状态|部署记录编号、部署状态、部署时间}、插件执行记录表{插件编号、实例编号、执行结果|执行记录编号、开始时间、结束时间、执行结果、日志摘要},,,验证记录表,,
=ROW()-1,,2025,张明峰,,,,删除引擎服务器,EI,,,"=IF(OR(X316=""估算法"",X316=""算法类"",X316=""无法识别""),"""",IF(V316="""",IF(OR(I316=""EI"",I316=""EO"",I316=""EQ""),0,""""),LEN(V316)-LEN(SUBSTITUTE(V316,""、"",""""))+1))","=IF(OR(X316=""估算法"",X316=""算法类"",X316=""无法识别""),"""",IF(W316="""",IF(OR(I316=""ILF"",I316=""EIF""),0,""""),LEN(W316)-LEN(SUBSTITUTE(W316,""、"",""""))+1))","=IF(OR(X316=""估算法"",X316=""算法类"",X316=""无法识别""),"""",IF(X316="""",IF(OR(I316=""ILF"",I316=""EIF"",I316=""EI"",I316=""EO"",I316=""EQ""),0,""""),LEN(X316)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X316,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I316=""EI"",I316=""EO"",I316=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I316=""EI"",IF(OR(X316=""估算法"",X316=""算法类""),""中"",IF(X316=""无法识别"",""低"",IF(L316<2,IF(N316<16,""低"",""中""),IF(L316<3,IF(N316<5,""低"",IF(N316<16,""中"",""高"")),IF(N316<5,""中"",""高""))))),IF(OR(I316=""EO"",I316=""EQ""),IF(OR(X316=""估算法"",X316=""算法类""),""中"",IF(X316=""无法识别"",""低"",IF(L316<2,IF(N316<20,""低"",""中""),IF(L316<4,IF(N316<6,""低"",IF(N316<20,""中"",""高"")),IF(N316<6,""中"",""高""))))),IF(OR(I316=""ILF"",I316=""EIF""),IF(OR(X316=""估算法"",X316=""算法类"",X316=""无法识别""),""低"",IF(M316<2,IF(N316<51,""低"",""中""),IF(M316<6,IF(N316<20,""低"",IF(N316<51,""中"",""高"")),IF(N316<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I316=""EI"",IF(O316=""低"",3,IF(O316=""中"",4,6)),IF(I316=""EO"",IF(O316=""低"",4,IF(O316=""中"",5,7)),IF(I316=""EQ"",IF(O316=""低"",3,IF(O316=""中"",4,6)),IF(I316=""ILF"",IF(O316=""低"",7,IF(O316=""中"",10,15)),IF(I316=""EIF"",IF(O316=""低"",5,IF(O316=""中"",7,10)),""不计算"")))))*Q316,""不计算"")",0.333333333333333,=调整因子!$F$13,1,"=IFERROR(P316*R316,0)",=T316*S316,引擎基本信息表、插件部署状态表、插件执行记录表,,引擎基本信息表{引擎ID|响应码、响应内容、响应头}、插件部署状态表{插件编号|部署记录编号、部署状态}、插件执行记录表{插件编号|执行记录编号、开始时间、结束时间、执行结果},,,模板分类表,,
=ROW()-1,,2025,张明峰,,,,查看引擎服务器列表,EQ,,,"=IF(OR(X317=""估算法"",X317=""算法类"",X317=""无法识别""),"""",IF(V317="""",IF(OR(I317=""EI"",I317=""EO"",I317=""EQ""),0,""""),LEN(V317)-LEN(SUBSTITUTE(V317,""、"",""""))+1))","=IF(OR(X317=""估算法"",X317=""算法类"",X317=""无法识别""),"""",IF(W317="""",IF(OR(I317=""ILF"",I317=""EIF""),0,""""),LEN(W317)-LEN(SUBSTITUTE(W317,""、"",""""))+1))","=IF(OR(X317=""估算法"",X317=""算法类"",X317=""无法识别""),"""",IF(X317="""",IF(OR(I317=""ILF"",I317=""EIF"",I317=""EI"",I317=""EO"",I317=""EQ""),0,""""),LEN(X317)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X317,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I317=""EI"",I317=""EO"",I317=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I317=""EI"",IF(OR(X317=""估算法"",X317=""算法类""),""中"",IF(X317=""无法识别"",""低"",IF(L317<2,IF(N317<16,""低"",""中""),IF(L317<3,IF(N317<5,""低"",IF(N317<16,""中"",""高"")),IF(N317<5,""中"",""高""))))),IF(OR(I317=""EO"",I317=""EQ""),IF(OR(X317=""估算法"",X317=""算法类""),""中"",IF(X317=""无法识别"",""低"",IF(L317<2,IF(N317<20,""低"",""中""),IF(L317<4,IF(N317<6,""低"",IF(N317<20,""中"",""高"")),IF(N317<6,""中"",""高""))))),IF(OR(I317=""ILF"",I317=""EIF""),IF(OR(X317=""估算法"",X317=""算法类"",X317=""无法识别""),""低"",IF(M317<2,IF(N317<51,""低"",""中""),IF(M317<6,IF(N317<20,""低"",IF(N317<51,""中"",""高"")),IF(N317<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I317=""EI"",IF(O317=""低"",3,IF(O317=""中"",4,6)),IF(I317=""EO"",IF(O317=""低"",4,IF(O317=""中"",5,7)),IF(I317=""EQ"",IF(O317=""低"",3,IF(O317=""中"",4,6)),IF(I317=""ILF"",IF(O317=""低"",7,IF(O317=""中"",10,15)),IF(I317=""EIF"",IF(O317=""低"",5,IF(O317=""中"",7,10)),""不计算"")))))*Q317,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P317*R317,0)",=T317*S317,插件组表、引擎基本信息表,,插件组表{组ID、组名称、组编码、描述}、引擎基本信息表{引擎名称、引擎IP、引擎端口、描述、版本|响应码、响应内容、响应头},,,资产同步任务表,,
=ROW()-1,,2025,张明峰,,,,查看引擎服务器摘要,EQ,,,"=IF(OR(X318=""估算法"",X318=""算法类"",X318=""无法识别""),"""",IF(V318="""",IF(OR(I318=""EI"",I318=""EO"",I318=""EQ""),0,""""),LEN(V318)-LEN(SUBSTITUTE(V318,""、"",""""))+1))","=IF(OR(X318=""估算法"",X318=""算法类"",X318=""无法识别""),"""",IF(W318="""",IF(OR(I318=""ILF"",I318=""EIF""),0,""""),LEN(W318)-LEN(SUBSTITUTE(W318,""、"",""""))+1))","=IF(OR(X318=""估算法"",X318=""算法类"",X318=""无法识别""),"""",IF(X318="""",IF(OR(I318=""ILF"",I318=""EIF"",I318=""EI"",I318=""EO"",I318=""EQ""),0,""""),LEN(X318)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X318,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I318=""EI"",I318=""EO"",I318=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I318=""EI"",IF(OR(X318=""估算法"",X318=""算法类""),""中"",IF(X318=""无法识别"",""低"",IF(L318<2,IF(N318<16,""低"",""中""),IF(L318<3,IF(N318<5,""低"",IF(N318<16,""中"",""高"")),IF(N318<5,""中"",""高""))))),IF(OR(I318=""EO"",I318=""EQ""),IF(OR(X318=""估算法"",X318=""算法类""),""中"",IF(X318=""无法识别"",""低"",IF(L318<2,IF(N318<20,""低"",""中""),IF(L318<4,IF(N318<6,""低"",IF(N318<20,""中"",""高"")),IF(N318<6,""中"",""高""))))),IF(OR(I318=""ILF"",I318=""EIF""),IF(OR(X318=""估算法"",X318=""算法类"",X318=""无法识别""),""低"",IF(M318<2,IF(N318<51,""低"",""中""),IF(M318<6,IF(N318<20,""低"",IF(N318<51,""中"",""高"")),IF(N318<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I318=""EI"",IF(O318=""低"",3,IF(O318=""中"",4,6)),IF(I318=""EO"",IF(O318=""低"",4,IF(O318=""中"",5,7)),IF(I318=""EQ"",IF(O318=""低"",3,IF(O318=""中"",4,6)),IF(I318=""ILF"",IF(O318=""低"",7,IF(O318=""中"",10,15)),IF(I318=""EIF"",IF(O318=""低"",5,IF(O318=""中"",7,10)),""不计算"")))))*Q318,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P318*R318,0)",=T318*S318,引擎基本信息表、插件组表、引擎版本管理表,,引擎版本管理表{|版本ID、引擎ID、版本号、发布说明、发布时间}、引擎基本信息表{引擎ID|引擎名称、引擎IP、引擎端口、描述、版本}、插件组表{|组名称、组编码、描述},,,加密规则表、标签分类表,,
=ROW()-1,,2025,张明峰,,,,引擎离线导入插件,EI,,,"=IF(OR(X319=""估算法"",X319=""算法类"",X319=""无法识别""),"""",IF(V319="""",IF(OR(I319=""EI"",I319=""EO"",I319=""EQ""),0,""""),LEN(V319)-LEN(SUBSTITUTE(V319,""、"",""""))+1))","=IF(OR(X319=""估算法"",X319=""算法类"",X319=""无法识别""),"""",IF(W319="""",IF(OR(I319=""ILF"",I319=""EIF""),0,""""),LEN(W319)-LEN(SUBSTITUTE(W319,""、"",""""))+1))","=IF(OR(X319=""估算法"",X319=""算法类"",X319=""无法识别""),"""",IF(X319="""",IF(OR(I319=""ILF"",I319=""EIF"",I319=""EI"",I319=""EO"",I319=""EQ""),0,""""),LEN(X319)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X319,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I319=""EI"",I319=""EO"",I319=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I319=""EI"",IF(OR(X319=""估算法"",X319=""算法类""),""中"",IF(X319=""无法识别"",""低"",IF(L319<2,IF(N319<16,""低"",""中""),IF(L319<3,IF(N319<5,""低"",IF(N319<16,""中"",""高"")),IF(N319<5,""中"",""高""))))),IF(OR(I319=""EO"",I319=""EQ""),IF(OR(X319=""估算法"",X319=""算法类""),""中"",IF(X319=""无法识别"",""低"",IF(L319<2,IF(N319<20,""低"",""中""),IF(L319<4,IF(N319<6,""低"",IF(N319<20,""中"",""高"")),IF(N319<6,""中"",""高""))))),IF(OR(I319=""ILF"",I319=""EIF""),IF(OR(X319=""估算法"",X319=""算法类"",X319=""无法识别""),""低"",IF(M319<2,IF(N319<51,""低"",""中""),IF(M319<6,IF(N319<20,""低"",IF(N319<51,""中"",""高"")),IF(N319<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I319=""EI"",IF(O319=""低"",3,IF(O319=""中"",4,6)),IF(I319=""EO"",IF(O319=""低"",4,IF(O319=""中"",5,7)),IF(I319=""EQ"",IF(O319=""低"",3,IF(O319=""中"",4,6)),IF(I319=""ILF"",IF(O319=""低"",7,IF(O319=""中"",10,15)),IF(I319=""EIF"",IF(O319=""低"",5,IF(O319=""中"",7,10)),""不计算"")))))*Q319,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P319*R319,0)",=T319*S319,引擎基本信息表,,引擎基本信息表{引擎ID、引擎名称、引擎IP、引擎端口、描述、版本|响应码、响应内容、响应头},,,任务趋势分析表、通报对象表,,
=ROW()-1,,2025,张明峰,,,,引擎在线同步插件,EI,,,"=IF(OR(X320=""估算法"",X320=""算法类"",X320=""无法识别""),"""",IF(V320="""",IF(OR(I320=""EI"",I320=""EO"",I320=""EQ""),0,""""),LEN(V320)-LEN(SUBSTITUTE(V320,""、"",""""))+1))","=IF(OR(X320=""估算法"",X320=""算法类"",X320=""无法识别""),"""",IF(W320="""",IF(OR(I320=""ILF"",I320=""EIF""),0,""""),LEN(W320)-LEN(SUBSTITUTE(W320,""、"",""""))+1))","=IF(OR(X320=""估算法"",X320=""算法类"",X320=""无法识别""),"""",IF(X320="""",IF(OR(I320=""ILF"",I320=""EIF"",I320=""EI"",I320=""EO"",I320=""EQ""),0,""""),LEN(X320)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X320,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I320=""EI"",I320=""EO"",I320=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I320=""EI"",IF(OR(X320=""估算法"",X320=""算法类""),""中"",IF(X320=""无法识别"",""低"",IF(L320<2,IF(N320<16,""低"",""中""),IF(L320<3,IF(N320<5,""低"",IF(N320<16,""中"",""高"")),IF(N320<5,""中"",""高""))))),IF(OR(I320=""EO"",I320=""EQ""),IF(OR(X320=""估算法"",X320=""算法类""),""中"",IF(X320=""无法识别"",""低"",IF(L320<2,IF(N320<20,""低"",""中""),IF(L320<4,IF(N320<6,""低"",IF(N320<20,""中"",""高"")),IF(N320<6,""中"",""高""))))),IF(OR(I320=""ILF"",I320=""EIF""),IF(OR(X320=""估算法"",X320=""算法类"",X320=""无法识别""),""低"",IF(M320<2,IF(N320<51,""低"",""中""),IF(M320<6,IF(N320<20,""低"",IF(N320<51,""中"",""高"")),IF(N320<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I320=""EI"",IF(O320=""低"",3,IF(O320=""中"",4,6)),IF(I320=""EO"",IF(O320=""低"",4,IF(O320=""中"",5,7)),IF(I320=""EQ"",IF(O320=""低"",3,IF(O320=""中"",4,6)),IF(I320=""ILF"",IF(O320=""低"",7,IF(O320=""中"",10,15)),IF(I320=""EIF"",IF(O320=""低"",5,IF(O320=""中"",7,10)),""不计算"")))))*Q320,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P320*R320,0)",=T320*S320,引擎基本信息表,,引擎基本信息表{引擎ID、引擎名称、引擎IP、引擎端口、描述、版本|响应码、响应内容、响应头},,,考核指标配置表、任务统计数据表,,
=ROW()-1,,2025,张明峰,,,,查看引擎插件导入记录,EQ,,,"=IF(OR(X321=""估算法"",X321=""算法类"",X321=""无法识别""),"""",IF(V321="""",IF(OR(I321=""EI"",I321=""EO"",I321=""EQ""),0,""""),LEN(V321)-LEN(SUBSTITUTE(V321,""、"",""""))+1))","=IF(OR(X321=""估算法"",X321=""算法类"",X321=""无法识别""),"""",IF(W321="""",IF(OR(I321=""ILF"",I321=""EIF""),0,""""),LEN(W321)-LEN(SUBSTITUTE(W321,""、"",""""))+1))","=IF(OR(X321=""估算法"",X321=""算法类"",X321=""无法识别""),"""",IF(X321="""",IF(OR(I321=""ILF"",I321=""EIF"",I321=""EI"",I321=""EO"",I321=""EQ""),0,""""),LEN(X321)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X321,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I321=""EI"",I321=""EO"",I321=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I321=""EI"",IF(OR(X321=""估算法"",X321=""算法类""),""中"",IF(X321=""无法识别"",""低"",IF(L321<2,IF(N321<16,""低"",""中""),IF(L321<3,IF(N321<5,""低"",IF(N321<16,""中"",""高"")),IF(N321<5,""中"",""高""))))),IF(OR(I321=""EO"",I321=""EQ""),IF(OR(X321=""估算法"",X321=""算法类""),""中"",IF(X321=""无法识别"",""低"",IF(L321<2,IF(N321<20,""低"",""中""),IF(L321<4,IF(N321<6,""低"",IF(N321<20,""中"",""高"")),IF(N321<6,""中"",""高""))))),IF(OR(I321=""ILF"",I321=""EIF""),IF(OR(X321=""估算法"",X321=""算法类"",X321=""无法识别""),""低"",IF(M321<2,IF(N321<51,""低"",""中""),IF(M321<6,IF(N321<20,""低"",IF(N321<51,""中"",""高"")),IF(N321<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I321=""EI"",IF(O321=""低"",3,IF(O321=""中"",4,6)),IF(I321=""EO"",IF(O321=""低"",4,IF(O321=""中"",5,7)),IF(I321=""EQ"",IF(O321=""低"",3,IF(O321=""中"",4,6)),IF(I321=""ILF"",IF(O321=""低"",7,IF(O321=""中"",10,15)),IF(I321=""EIF"",IF(O321=""低"",5,IF(O321=""中"",7,10)),""不计算"")))))*Q321,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P321*R321,0)",=T321*S321,导入记录表,,导入记录表{记录ID、导入文件路径、导入时间、导入人},,,修复步骤表,,
=ROW()-1,,2025,张明峰,,,,查看引擎插件同步记录,EQ,,,"=IF(OR(X322=""估算法"",X322=""算法类"",X322=""无法识别""),"""",IF(V322="""",IF(OR(I322=""EI"",I322=""EO"",I322=""EQ""),0,""""),LEN(V322)-LEN(SUBSTITUTE(V322,""、"",""""))+1))","=IF(OR(X322=""估算法"",X322=""算法类"",X322=""无法识别""),"""",IF(W322="""",IF(OR(I322=""ILF"",I322=""EIF""),0,""""),LEN(W322)-LEN(SUBSTITUTE(W322,""、"",""""))+1))","=IF(OR(X322=""估算法"",X322=""算法类"",X322=""无法识别""),"""",IF(X322="""",IF(OR(I322=""ILF"",I322=""EIF"",I322=""EI"",I322=""EO"",I322=""EQ""),0,""""),LEN(X322)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X322,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I322=""EI"",I322=""EO"",I322=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I322=""EI"",IF(OR(X322=""估算法"",X322=""算法类""),""中"",IF(X322=""无法识别"",""低"",IF(L322<2,IF(N322<16,""低"",""中""),IF(L322<3,IF(N322<5,""低"",IF(N322<16,""中"",""高"")),IF(N322<5,""中"",""高""))))),IF(OR(I322=""EO"",I322=""EQ""),IF(OR(X322=""估算法"",X322=""算法类""),""中"",IF(X322=""无法识别"",""低"",IF(L322<2,IF(N322<20,""低"",""中""),IF(L322<4,IF(N322<6,""低"",IF(N322<20,""中"",""高"")),IF(N322<6,""中"",""高""))))),IF(OR(I322=""ILF"",I322=""EIF""),IF(OR(X322=""估算法"",X322=""算法类"",X322=""无法识别""),""低"",IF(M322<2,IF(N322<51,""低"",""中""),IF(M322<6,IF(N322<20,""低"",IF(N322<51,""中"",""高"")),IF(N322<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I322=""EI"",IF(O322=""低"",3,IF(O322=""中"",4,6)),IF(I322=""EO"",IF(O322=""低"",4,IF(O322=""中"",5,7)),IF(I322=""EQ"",IF(O322=""低"",3,IF(O322=""中"",4,6)),IF(I322=""ILF"",IF(O322=""低"",7,IF(O322=""中"",10,15)),IF(I322=""EIF"",IF(O322=""低"",5,IF(O322=""中"",7,10)),""不计算"")))))*Q322,""不计算"")",0.333333333333333,=调整因子!$F$13,1,"=IFERROR(P322*R322,0)",=T322*S322,同步记录表,,同步记录表{记录ID、同步类型、同步时间、同步状态},,,推送规则表,,
=ROW()-1,,2025,张明峰,,,,插件组表,ILF,,,"=IF(OR(X323=""估算法"",X323=""算法类"",X323=""无法识别""),"""",IF(V323="""",IF(OR(I323=""EI"",I323=""EO"",I323=""EQ""),0,""""),LEN(V323)-LEN(SUBSTITUTE(V323,""、"",""""))+1))","=IF(OR(X323=""估算法"",X323=""算法类"",X323=""无法识别""),"""",IF(W323="""",IF(OR(I323=""ILF"",I323=""EIF""),0,""""),LEN(W323)-LEN(SUBSTITUTE(W323,""、"",""""))+1))","=IF(OR(X323=""估算法"",X323=""算法类"",X323=""无法识别""),"""",IF(X323="""",IF(OR(I323=""ILF"",I323=""EIF"",I323=""EI"",I323=""EO"",I323=""EQ""),0,""""),LEN(X323)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X323,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I323=""EI"",I323=""EO"",I323=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I323=""EI"",IF(OR(X323=""估算法"",X323=""算法类""),""中"",IF(X323=""无法识别"",""低"",IF(L323<2,IF(N323<16,""低"",""中""),IF(L323<3,IF(N323<5,""低"",IF(N323<16,""中"",""高"")),IF(N323<5,""中"",""高""))))),IF(OR(I323=""EO"",I323=""EQ""),IF(OR(X323=""估算法"",X323=""算法类""),""中"",IF(X323=""无法识别"",""低"",IF(L323<2,IF(N323<20,""低"",""中""),IF(L323<4,IF(N323<6,""低"",IF(N323<20,""中"",""高"")),IF(N323<6,""中"",""高""))))),IF(OR(I323=""ILF"",I323=""EIF""),IF(OR(X323=""估算法"",X323=""算法类"",X323=""无法识别""),""低"",IF(M323<2,IF(N323<51,""低"",""中""),IF(M323<6,IF(N323<20,""低"",IF(N323<51,""中"",""高"")),IF(N323<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I323=""EI"",IF(O323=""低"",3,IF(O323=""中"",4,6)),IF(I323=""EO"",IF(O323=""低"",4,IF(O323=""中"",5,7)),IF(I323=""EQ"",IF(O323=""低"",3,IF(O323=""中"",4,6)),IF(I323=""ILF"",IF(O323=""低"",7,IF(O323=""中"",10,15)),IF(I323=""EIF"",IF(O323=""低"",5,IF(O323=""中"",7,10)),""不计算"")))))*Q323,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P323*R323,0)",=T323*S323,,插件组表,插件组表{组ID、组名称、组编码、描述|响应码、响应内容、响应头},"=IF(COUNTIFS(V:V,""*""&H323&""*"")>0,""存在"",""不存在"")","=IF(COUNTIFS(AA:AA,""*""&H323&""*"")>0,""存在"",""不存在"")",推送规则表、提醒规则表,,
=ROW()-1,,2025,张明峰,,,,引擎基本信息表,ILF,,,"=IF(OR(X324=""估算法"",X324=""算法类"",X324=""无法识别""),"""",IF(V324="""",IF(OR(I324=""EI"",I324=""EO"",I324=""EQ""),0,""""),LEN(V324)-LEN(SUBSTITUTE(V324,""、"",""""))+1))","=IF(OR(X324=""估算法"",X324=""算法类"",X324=""无法识别""),"""",IF(W324="""",IF(OR(I324=""ILF"",I324=""EIF""),0,""""),LEN(W324)-LEN(SUBSTITUTE(W324,""、"",""""))+1))","=IF(OR(X324=""估算法"",X324=""算法类"",X324=""无法识别""),"""",IF(X324="""",IF(OR(I324=""ILF"",I324=""EIF"",I324=""EI"",I324=""EO"",I324=""EQ""),0,""""),LEN(X324)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X324,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I324=""EI"",I324=""EO"",I324=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I324=""EI"",IF(OR(X324=""估算法"",X324=""算法类""),""中"",IF(X324=""无法识别"",""低"",IF(L324<2,IF(N324<16,""低"",""中""),IF(L324<3,IF(N324<5,""低"",IF(N324<16,""中"",""高"")),IF(N324<5,""中"",""高""))))),IF(OR(I324=""EO"",I324=""EQ""),IF(OR(X324=""估算法"",X324=""算法类""),""中"",IF(X324=""无法识别"",""低"",IF(L324<2,IF(N324<20,""低"",""中""),IF(L324<4,IF(N324<6,""低"",IF(N324<20,""中"",""高"")),IF(N324<6,""中"",""高""))))),IF(OR(I324=""ILF"",I324=""EIF""),IF(OR(X324=""估算法"",X324=""算法类"",X324=""无法识别""),""低"",IF(M324<2,IF(N324<51,""低"",""中""),IF(M324<6,IF(N324<20,""低"",IF(N324<51,""中"",""高"")),IF(N324<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I324=""EI"",IF(O324=""低"",3,IF(O324=""中"",4,6)),IF(I324=""EO"",IF(O324=""低"",4,IF(O324=""中"",5,7)),IF(I324=""EQ"",IF(O324=""低"",3,IF(O324=""中"",4,6)),IF(I324=""ILF"",IF(O324=""低"",7,IF(O324=""中"",10,15)),IF(I324=""EIF"",IF(O324=""低"",5,IF(O324=""中"",7,10)),""不计算"")))))*Q324,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P324*R324,0)",=T324*S324,,引擎基本信息表,引擎基本信息表{引擎ID、引擎名称、引擎IP、引擎端口、描述、版本|响应码、响应内容、响应头},"=IF(COUNTIFS(V:V,""*""&H324&""*"")>0,""存在"",""不存在"")","=IF(COUNTIFS(AA:AA,""*""&H324&""*"")>0,""存在"",""不存在"")",推送规则表,,
